Timer; Mag_X;Mag_Y;Mag_Z;Light ;Position
9151;47;-40;-303;316800;0,11
9194;42;-39;-294;316800;0,12
9236;42;-39;-294;319680;0,12
9278;42;-39;-294;319680;0,12
9322;38;-36;-282;325440;0,13
9364;38;-36;-282;325440;0,13
9406;35;-33;-276;325440;0,13
9449;35;-33;-276;325440;0,14
9491;33;-32;-270;325440;0,14
9533;33;-32;-270;328320;0,14
9575;33;-32;-270;328320;0,15
9618;30;-31;-263;328320;0,15
9660;30;-31;-263;331200;0,16
9703;29;-27;-256;331200;0,16
9745;29;-27;-256;334080;0,16
9787;29;-27;-256;334080;0,17
9830;26;-25;-251;334080;0,17
9872;26;-25;-251;334080;0,17
9914;21;-23;-242;334080;0,18
9956;21;-23;-242;336960;0,18
9999;20;-21;-238;336960;0,18
10042;20;-21;-238;336960;0,19
10085;20;-21;-238;336960;0,19
10127;18;-22;-234;339840;0,19
10169;18;-22;-234;339840;0,20
10212;15;-19;-229;339840;0,20
10391;14;-18;-224;345600;0,20
10513;10;-14;-214;348480;0,21
10555;10;-14;-214;348480;0,21
10598;8;-14;-211;348480;0,22
10640;8;-14;-211;351360;0,22
10682;8;-14;-211;351360;0,22
10724;7;-14;-207;357120;0,23
10767;7;-14;-207;357120;0,23
10809;4;-12;-202;357120;0,23
10851;4;-12;-202;357120;0,24
10893;4;-10;-199;357120;0,24
10936;4;-10;-199;354240;0,24
10978;4;-10;-199;354240;0,25
11022;2;-9;-195;354240;0,25
11064;2;-9;-195;354240;0,25
11106;1;-9;-192;354240;0,26
11148;1;-9;-192;354240;0,26
11191;1;-9;-192;354240;0,26
11233;-1;-8;-186;354240;0,27
11275;-1;-8;-186;354240;0,27
11317;-3;-6;-184;354240;0,28
11360;-3;-6;-184;351360;0,28
11402;-4;-7;-181;351360;0,28
11444;-4;-7;-181;351360;0,29
11486;-4;-7;-181;351360;0,29
11529;-6;-6;-179;351360;0,29
11571;-6;-6;-179;351360;0,30
11613;-5;-4;-175;351360;0,30
11655;-5;-4;-175;351360;0,30
11698;-7;-4;-172;351360;0,31
11740;-7;-4;-172;351360;0,31
11785;-7;-4;-172;351360;0,31
11827;-8;-4;-169;354240;0,32
11869;-8;-4;-169;354240;0,32
11912;-9;-2;-167;354240;0,32
11954;-9;-2;-167;354240;0,33
11996;-10;-4;-164;354240;0,33
12038;-10;-4;-164;354240;0,34
12081;-10;-4;-164;354240;0,34
12123;-11;0;-160;354240;0,34
12165;-11;0;-160;357120;0,35
12207;-13;-1;-156;357120;0,35
12250;-13;-1;-156;362880;0,35
12292;-13;-1;-156;362880;0,36
12334;-13;0;-156;362880;0,36
12376;-13;0;-156;362880;0,36
12419;-14;1;-153;362880;0,37
12461;-14;1;-153;365760;0,37
12505;-14;1;-147;365760;0,37
12547;-14;1;-147;368640;0,38
12589;-14;1;-147;368640;0,38
12631;-15;1;-146;371520;0,38
12674;-15;1;-146;371520;0,39
12716;-17;2;-144;371520;0,39
12758;-17;2;-144;371520;0,40
12800;-18;3;-141;371520;0,40
12843;-18;3;-141;374400;0,40
12885;-18;3;-141;374400;0,41
12927;-19;2;-139;374400;0,41
12969;-19;2;-139;374400;0,41
13012;-18;4;-137;374400;0,42
13055;-18;4;-137;380160;0,42
13097;-18;4;-137;380160;0,42
13139;-19;4;-135;383040;0,43
13182;-19;4;-135;383040;0,43
13224;-20;4;-133;383040;0,43
13268;-20;4;-133;383040;0,44
13310;-20;4;-129;383040;0,44
13352;-20;4;-129;388800;0,44
13394;-20;4;-129;388800;0,45
13436;-22;5;-127;391680;0,45
13478;-22;5;-127;391680;0,46
13520;-22;7;-126;391680;0,46
13562;-22;7;-126;397440;0,46
13605;-22;7;-124;397440;0,47
13647;-22;7;-124;400320;0,47
13689;-22;7;-124;400320;0,47
13731;-22;6;-122;400320;0,48
13773;-22;6;-122;400320;0,48
13815;-23;7;-120;400320;0,48
13857;-23;7;-120;403200;0,49
13899;-23;7;-120;403200;0,49
13941;-24;7;-119;406080;0,49
13985;-24;7;-119;406080;0,50
14027;-25;8;-117;406080;0,50
14069;-25;8;-117;408960;0,50
14112;-24;8;-116;408960;0,51
14154;-24;8;-116;411840;0,51
14196;-24;8;-116;411840;0,52
14238;-24;8;-114;417600;0,52
14280;-24;8;-114;417600;0,52
14322;-26;8;-114;417600;0,53
14364;-26;8;-114;420480;0,53
14406;-26;8;-111;420480;0,53
14448;-26;8;-111;423360;0,54
14491;-26;8;-111;423360;0,54
14533;-27;8;-109;426240;0,54
14575;-27;8;-109;426240;0,55
14617;-27;9;-107;426240;0,55
14659;-27;9;-107;429120;0,55
14701;-27;9;-107;429120;0,56
14745;-27;8;-107;432000;0,56
14787;-27;8;-107;432000;0,56
14829;-28;9;-106;432000;0,57
14872;-28;9;-106;434880;0,57
14914;-28;8;-105;434880;0,58
14956;-28;8;-105;437760;0,58
14998;-28;8;-105;437760;0,58
15041;-28;9;-103;443520;0,59
15083;-28;9;-103;443520;0,59
15125;-30;9;-104;443520;0,59
15167;-30;9;-104;443520;0,60
15210;-30;10;-102;443520;0,60
15252;-30;10;-102;449280;0,60
15294;-30;10;-102;449280;0,61
15336;-30;9;-98;449280;0,61
15379;-30;9;-98;449280;0,61
15421;-30;9;-98;449280;0,62
15463;-30;9;-98;455040;0,62
15507;-31;11;-98;455040;0,62
15549;-31;11;-98;457920;0,63
15591;-31;11;-98;457920;0,63
15634;-31;11;-96;460800;0,64
15676;-31;11;-96;460800;0,64
15718;-32;11;-95;460800;0,64
15760;-32;11;-95;463680;0,65
15803;-32;11;-95;463680;0,65
15845;-32;11;-94;466560;0,65
15887;-32;11;-94;466560;0,66
15929;-32;11;-93;466560;0,66
15972;-32;11;-93;469440;0,66
16014;-32;11;-91;469440;0,67
16056;-32;11;-91;472320;0,67
16098;-32;11;-91;472320;0,67
16141;-34;12;-90;475200;0,68
16183;-34;12;-90;475200;0,68
16227;-33;12;-90;475200;0,68
16269;-33;12;-90;478080;0,69
16311;-33;10;-90;478080;0,69
16354;-33;10;-90;480960;0,70
16396;-33;10;-90;480960;0,70
16438;-33;12;-87;483840;0,70
16480;-33;12;-87;483840;0,71
16523;-34;12;-87;483840;0,71
16565;-34;12;-87;486720;0,71
16607;-34;12;-87;486720;0,72
16649;-34;10;-86;489600;0,72
16692;-34;10;-86;489600;0,72
16734;-35;11;-85;489600;0,73
16776;-35;11;-85;495360;0,73
16818;-35;11;-84;495360;0,73
16861;-35;11;-84;498240;0,74
16904;-35;11;-84;498240;0,74
16946;-34;13;-84;498240;0,74
16990;-34;13;-84;498240;0,75
17032;-35;14;-81;498240;0,75
17074;-35;14;-81;504000;0,76
17116;-36;12;-82;504000;0,76
17159;-36;12;-82;506880;0,76
17201;-36;12;-82;506880;0,77
17243;-36;14;-81;512640;0,77
17286;-36;14;-81;512640;0,77
17328;-36;12;-80;512640;0,78
17370;-36;12;-80;518400;0,78
17412;-35;13;-80;518400;0,78
17455;-35;13;-80;518400;0,79
17497;-35;13;-80;518400;0,79
17539;-36;12;-78;521280;0,79
17582;-36;12;-78;521280;0,80
17624;-37;12;-78;521280;0,80
17666;-37;12;-78;524160;0,80
17708;-37;12;-78;524160;0,81
17752;-35;15;-76;532800;0,81
17794;-35;15;-76;532800;0,82
17837;-36;14;-76;532800;0,82
17879;-36;14;-76;538560;0,82
17921;-36;12;-76;538560;0,83
17963;-36;12;-76;541440;0,83
18006;-36;12;-76;541440;0,83
18048;-38;14;-75;544320;0,84
18090;-38;14;-75;544320;0,84
18132;-36;14;-74;544320;0,84
18176;-36;14;-74;547200;0,85
18218;-36;13;-74;547200;0,85
18260;-36;13;-74;552960;0,85
18302;-36;13;-74;552960;0,86
18345;-36;15;-73;558720;0,86
18387;-36;15;-73;558720;0,86
18429;-38;15;-72;558720;0,87
18473;-38;15;-72;561600;0,87
18515;-38;15;-72;561600;0,88
18557;-37;14;-71;564480;0,88
18600;-37;14;-71;564480;0,88
18642;-38;14;-72;567360;0,89
18684;-38;14;-72;567360;0,89
18726;-37;14;-71;567360;0,89
18769;-37;14;-71;570240;0,90
18811;-37;14;-71;570240;0,90
18853;-37;14;-70;573120;0,90
18895;-37;14;-70;573120;0,91
18938;-37;14;-69;573120;0,91
18980;-37;14;-69;576000;0,91
19022;-38;14;-69;576000;0,92
19064;-38;14;-69;581760;0,92
19107;-38;14;-69;581760;0,92
19149;-38;14;-68;584640;0,93
19191;-38;14;-68;584640;0,93
19235;-39;14;-68;584640;0,94
19277;-39;14;-68;590400;0,94
19319;-39;15;-68;590400;0,94
19361;-39;15;-68;590400;0,95
19403;-39;15;-68;590400;0,95
19446;-38;14;-67;596160;0,95
19488;-38;14;-67;596160;0,96
19531;-38;13;-66;596160;0,96
19573;-38;13;-66;601920;0,96
19615;-38;13;-66;601920;0,97
19657;-38;13;-65;607680;0,97
19699;-38;13;-65;607680;0,97
19741;-38;12;-65;607680;0,98
19783;-38;12;-65;613440;0,98
19825;-39;15;-66;613440;0,98
19868;-39;15;-66;622080;0,99
19910;-39;15;-66;622080;0,99
19952;-38;14;-65;630720;1,00
19995;-38;14;-65;630720;1,00
20038;-39;15;-65;630720;1,00
20080;-39;15;-65;636480;1,01
20122;-39;14;-65;636480;1,01
20164;-39;14;-65;645120;1,01
20206;-39;14;-65;645120;1,02
20248;-39;14;-64;659520;1,02
20290;-39;14;-64;659520;1,02
20332;-39;14;-64;659520;1,03
20374;-39;14;-64;665280;1,03
20416;-39;14;-64;665280;1,03
20459;-40;13;-65;668160;1,04
20501;-40;13;-65;668160;1,04
20543;-40;15;-64;668160;1,04
20585;-40;15;-64;673920;1,05
20627;-40;15;-63;673920;1,05
20669;-40;15;-63;676800;1,06
20713;-40;15;-63;676800;1,06
20755;-40;14;-62;679680;1,06
20798;-40;14;-62;679680;1,07
20840;-40;14;-62;679680;1,07
20882;-40;14;-62;688320;1,07
20924;-40;13;-62;688320;1,08
20967;-40;13;-62;691200;1,08
21009;-40;13;-62;691200;1,08
21051;-41;16;-60;699840;1,09
21093;-41;16;-60;699840;1,09
21136;-42;15;-62;699840;1,09
21178;-42;15;-62;702720;1,10
21220;-42;15;-62;702720;1,10
21262;-42;16;-62;708480;1,10
21305;-42;16;-62;708480;1,11
21347;-42;15;-61;708480;1,11
21389;-42;15;-61;717120;1,12
21431;-41;14;-60;717120;1,12
21475;-41;14;-60;717120;1,12
21518;-41;14;-60;717120;1,13
21560;-40;14;-60;720000;1,13
21602;-40;14;-60;720000;1,13
21644;-42;14;-60;720000;1,14
21687;-42;14;-60;725760;1,14
21729;-42;15;-59;725760;1,14
21771;-42;15;-59;731520;1,15
21813;-42;15;-59;731520;1,15
21856;-42;15;-58;734400;1,15
21898;-42;15;-58;734400;1,16
21940;-41;15;-58;734400;1,16
21982;-41;15;-58;748800;1,16
22025;-41;15;-58;748800;1,17
22068;-42;14;-59;754560;1,17
22110;-42;14;-59;754560;1,18
22152;-42;17;-57;760320;1,18
22194;-42;17;-57;760320;1,18
22238;-42;16;-57;760320;1,19
22280;-42;16;-57;771840;1,19
22323;-42;16;-57;771840;1,19
22365;-43;15;-58;777600;1,20
22407;-43;15;-58;777600;1,20
22449;-42;15;-57;777600;1,20
22492;-42;15;-57;789120;1,21
22534;-42;15;-57;789120;1,21
22576;-42;15;-57;800640;1,21
22618;-42;15;-57;800640;1,22
22661;-42;16;-57;812160;1,22
22703;-42;16;-57;812160;1,22
22745;-42;16;-56;812160;1,23
22787;-42;16;-56;823680;1,23
22829;-42;16;-55;823680;1,24
22872;-42;16;-55;829440;1,24
22914;-42;16;-55;829440;1,24
22958;-41;15;-56;840960;1,25
23000;-41;15;-56;840960;1,25
23042;-41;14;-55;840960;1,25
23084;-41;14;-55;846720;1,26
23127;-41;14;-55;846720;1,26
23169;-42;16;-54;852480;1,26
23211;-42;16;-54;852480;1,27
23254;-42;16;-55;864000;1,27
23297;-42;16;-55;864000;1,27
23339;-42;15;-54;864000;1,28
23381;-42;15;-54;869760;1,28
23423;-42;15;-54;869760;1,28
23466;-41;15;-54;875520;1,29
23508;-41;15;-54;875520;1,29
23550;-41;16;-54;875520;1,30
23592;-41;16;-54;887040;1,30
23635;-42;15;-53;887040;1,30
23677;-42;15;-53;892800;1,31
23721;-42;15;-53;892800;1,31
23763;-42;16;-52;904320;1,31
23805;-42;16;-52;904320;1,32
23847;-41;16;-53;904320;1,32
23890;-41;16;-53;915840;1,32
23932;-41;16;-53;915840;1,33
23974;-42;16;-52;927360;1,33
24016;-42;16;-52;927360;1,33
24059;-41;17;-54;933120;1,34
24101;-41;17;-54;933120;1,34
24143;-42;15;-53;933120;1,34
24185;-42;15;-53;944640;1,35
24228;-42;15;-53;944640;1,35
24270;-42;16;-53;961920;1,36
24312;-42;16;-53;961920;1,36
24354;-42;15;-52;973440;1,36
24397;-42;15;-52;973440;1,37
24439;-42;16;-53;973440;1,37
24483;-42;16;-53;984960;1,37
24525;-42;16;-53;984960;1,38
24568;-42;14;-52;1002240;1,38
24610;-42;14;-52;1002240;1,38
24653;-42;15;-52;1002240;1,39
24695;-42;15;-52;1025280;1,39
24737;-43;16;-51;1025280;1,39
24779;-43;16;-51;1048320;1,40
24822;-43;16;-51;1048320;1,40
24864;-43;15;-52;1065600;1,40
24906;-43;15;-52;1065600;1,41
24948;-43;16;-52;1065600;1,41
24991;-43;16;-52;1082880;1,42
25033;-43;16;-52;1082880;1,42
25075;-42;16;-51;1100160;1,42
25117;-42;16;-51;1100160;1,43
25160;-42;15;-51;1123200;1,43
25203;-42;15;-51;1123200;1,43
25246;-43;16;-51;1123200;1,44
25288;-43;16;-51;1128960;1,44
25330;-43;16;-51;1128960;1,44
25372;-43;17;-51;1146240;1,45
25414;-43;17;-51;1146240;1,45
25456;-42;16;-50;1146240;1,45
25498;-42;16;-50;1163520;1,46
25540;-43;16;-51;1163520;1,46
25582;-43;16;-51;1175040;1,46
25624;-43;16;-51;1175040;1,47
25667;-42;15;-51;1192320;1,47
25709;-42;15;-51;1192320;1,48
25751;-43;15;-49;1192320;1,48
25793;-43;15;-49;1209600;1,48
25835;-43;15;-49;1209600;1,49
25877;-43;15;-49;1226880;1,49
25921;-43;15;-49;1226880;1,49
25963;-43;16;-49;1255680;1,50
26005;-43;16;-49;1255680;1,50
26047;-43;16;-48;1255680;1,50
26089;-43;16;-48;1278720;1,51
26131;-43;16;-48;1278720;1,51
26173;-42;15;-48;1296000;1,51
26216;-42;15;-48;1296000;1,52
26258;-42;15;-49;1296000;1,52
26300;-42;15;-49;1319040;1,52
26342;-43;16;-51;1319040;1,53
26384;-43;16;-51;1347840;1,53
26426;-43;16;-51;1347840;1,54
26468;-43;15;-49;1370880;1,54
26511;-43;15;-49;1370880;1,54
26553;-43;16;-48;1370880;1,55
26595;-43;16;-48;1382400;1,55
26639;-43;16;-48;1382400;1,55
26681;-43;15;-49;1405440;1,56
26723;-43;15;-49;1405440;1,56
26765;-43;16;-49;1434240;1,56
26808;-43;16;-49;1434240;1,57
26850;-43;15;-49;1434240;1,57
26892;-43;15;-49;1468800;1,57
26934;-43;15;-49;1468800;1,58
26977;-43;16;-49;1474560;1,58
27019;-43;16;-49;1474560;1,58
27061;-43;15;-49;1486080;1,59
27103;-43;15;-49;1486080;1,59
27147;-43;16;-48;1486080;1,60
27189;-43;16;-48;1486080;1,60
27231;-43;16;-48;1486080;1,60
27273;-44;15;-47;1497600;1,61
27316;-44;15;-47;1497600;1,61
27360;-44;15;-48;1497600;1,61
27402;-44;15;-48;1509120;1,62
27444;-43;16;-48;1509120;1,62
27486;-43;16;-48;1543680;1,62
27529;-43;16;-48;1543680;1,63
27571;-43;16;-47;1578240;1,63
27613;-43;16;-47;1578240;1,63
27655;-43;16;-47;1578240;1,64
27698;-43;16;-47;1601280;1,64
27740;-43;16;-47;1601280;1,64
27782;-43;16;-48;1635840;1,65
27825;-43;16;-48;1635840;1,65
27867;-43;15;-47;1658880;1,66
27909;-43;15;-47;1658880;1,66
27951;-43;15;-48;1658880;1,66
27994;-43;15;-48;1681920;1,67
28036;-43;15;-48;1681920;1,67
28080;-45;16;-47;1704960;1,67
28122;-45;16;-47;1704960;1,68
28164;-44;16;-46;1728000;1,68
28207;-44;16;-46;1728000;1,68
28249;-43;16;-47;1728000;1,69
28291;-43;16;-47;1762560;1,69
28333;-43;16;-47;1762560;1,69
28376;-43;16;-47;1774080;1,70
28419;-43;16;-47;1774080;1,70
28461;-44;16;-47;1774080;1,70
28503;-44;16;-47;1808640;1,71
28545;-44;16;-47;1808640;1,71
28588;-43;17;-47;1831680;1,72
28630;-43;17;-47;1831680;1,72
28672;-44;16;-46;1877760;1,72
28714;-44;16;-46;1877760;1,73
28757;-44;17;-46;1877760;1,73
28800;-44;17;-46;1900800;1,73
28843;-44;17;-46;1900800;1,74
28885;-44;17;-46;1923840;1,74
28927;-44;17;-46;1923840;1,74
28970;-43;16;-46;1969920;1,75
29012;-43;16;-46;1969920;1,75
29054;-43;16;-47;1969920;1,75
29096;-43;16;-47;2004480;1,76
29138;-43;16;-47;2004480;1,76
29181;-43;16;-45;2027520;1,76
29223;-43;16;-45;2027520;1,77
29265;-42;16;-46;2027520;1,77
29307;-42;16;-46;2050560;1,78
29350;-43;15;-46;2050560;1,78
29392;-43;15;-46;2073600;1,78
29434;-43;15;-46;2073600;1,79
29476;-44;16;-46;2108160;1,79
29520;-44;16;-46;2108160;1,79
29563;-42;15;-46;2108160;1,80
29605;-42;15;-46;2131200;1,80
29647;-42;15;-46;2131200;1,80
29690;-43;16;-46;2142720;1,80
29732;-43;16;-46;2142720;1,80
29775;-42;15;-45;2154240;1,80
29817;-42;15;-45;2154240;1,80
29859;-43;16;-46;2154240;1,80
29901;-43;16;-46;2165760;1,80
29944;-43;16;-46;2165760;1,80
29986;-42;16;-46;2177280;1,80
30028;-42;16;-46;2177280;1,80
30070;-42;17;-47;2177280;1,80
30113;-42;17;-47;2177280;1,80
30155;-42;16;-47;2177280;1,80
30197;-42;16;-47;2188800;1,80
30241;-42;16;-47;2188800;1,80
30283;-43;16;-46;2188800;1,80
30326;-43;16;-46;2188800;1,80
30368;-42;18;-47;2188800;1,80
30410;-42;18;-47;2188800;1,80
30452;-42;18;-47;2188800;1,80
30495;-42;16;-46;2188800;1,80
30537;-42;16;-46;2188800;1,80
30579;-43;16;-47;2200320;1,80
30621;-43;16;-47;2200320;1,80
30664;-43;15;-47;2200320;1,80
30706;-43;15;-47;2200320;1,80
30748;-43;15;-47;2200320;1,80
30790;-42;18;-47;2200320;1,80
30833;-42;18;-47;2200320;1,80
30875;-43;16;-46;2200320;1,80
30917;-43;16;-46;2200320;1,80
30962;-44;17;-46;2200320;1,80
31004;-44;17;-46;2200320;1,80
31046;-44;17;-46;2200320;1,80
31088;-43;16;-46;2200320;1,80
31130;-43;16;-46;2200320;1,80
31172;-43;16;-47;2200320;1,80
31214;-43;16;-47;2200320;1,80
31256;-43;15;-45;2200320;1,80
31298;-43;15;-45;2211840;1,80
31341;-43;15;-45;2211840;1,80
31383;-41;15;-45;2223360;1,80
31425;-41;15;-45;2223360;1,80
31467;-42;16;-45;2223360;1,80
31509;-42;16;-45;2223360;1,80
31685;-43;16;-45;2234880;1,80
31819;-42;17;-46;2234880;1,80
31862;-42;16;-45;2234880;1,80
31905;-42;16;-45;2234880;1,80
31947;-42;16;-45;2234880;1,80
31990;-42;16;-47;2234880;1,80
32032;-42;16;-47;2234880;1,80
32074;-42;16;-46;2211840;1,80
32116;-42;16;-46;2211840;1,80
32158;-42;16;-46;2211840;1,80
32200;-42;16;-46;2211840;1,80
32242;-42;16;-46;2211840;1,80
32285;-42;16;-46;2177280;1,80
32327;-42;16;-46;2177280;1,80
32369;-42;18;-46;2177280;1,80
32411;-42;18;-46;2131200;1,80
32453;-42;18;-46;2131200;1,80
32495;-42;16;-47;2096640;1,80
32538;-42;16;-47;2096640;1,80
32580;-42;16;-46;2085120;1,80
32623;-42;16;-46;2085120;1,80
32666;-42;15;-46;2085120;1,80
32708;-42;15;-46;2050560;1,80
32750;-42;15;-46;2050560;1,80
32792;-43;15;-47;2016000;1,80
32835;-43;15;-47;2016000;1,80
32877;-43;16;-47;1981440;1,80
32919;-43;16;-47;1981440;1,80
32961;-43;17;-47;1981440;1,80
33004;-43;17;-47;1969920;1,79
33046;-43;17;-47;1969920;1,79
33089;-42;16;-47;1935360;1,78
33132;-42;16;-47;1935360;1,78
33174;-43;17;-47;1935360;1,78
33216;-43;17;-47;1912320;1,77
33258;-43;17;-47;1912320;1,77
33301;-43;16;-47;1866240;1,77
33344;-43;16;-47;1866240;1,76
33387;-42;16;-47;1843200;1,76
33429;-42;16;-47;1843200;1,75
33471;-43;16;-47;1843200;1,75
33514;-43;16;-47;1820160;1,75
33556;-43;16;-47;1820160;1,74
33598;-43;15;-47;1785600;1,74
33640;-43;15;-47;1785600;1,74
33683;-42;16;-47;1751040;1,73
33725;-42;16;-47;1751040;1,73
33767;-43;16;-47;1751040;1,72
33809;-43;16;-47;1728000;1,72
33852;-43;16;-47;1728000;1,72
33894;-42;16;-49;1704960;1,71
33936;-42;16;-49;1704960;1,71
33978;-42;15;-48;1681920;1,71
34021;-42;15;-48;1681920;1,70
34063;-42;15;-48;1681920;1,70
34107;-42;16;-48;1658880;1,69
34149;-42;16;-48;1658880;1,69
34191;-43;16;-48;1624320;1,69
34234;-43;16;-48;1624320;1,68
34276;-43;17;-48;1624320;1,68
34318;-43;17;-48;1601280;1,67
34361;-43;17;-48;1601280;1,67
34403;-42;16;-48;1578240;1,67
34446;-42;16;-48;1578240;1,66
34488;-43;16;-48;1543680;1,66
34530;-43;16;-48;1543680;1,66
34572;-42;14;-48;1543680;1,65
34615;-42;14;-48;1509120;1,65
34657;-42;14;-48;1509120;1,64
34699;-43;15;-49;1486080;1,64
34741;-43;15;-49;1486080;1,64
34784;-43;14;-48;1468800;1,63
34827;-43;14;-48;1468800;1,63
34870;-42;15;-48;1468800;1,63
34912;-42;15;-48;1445760;1,62
34954;-42;15;-48;1445760;1,62
34996;-43;15;-49;1405440;1,61
35039;-43;15;-49;1405440;1,61
35081;-42;15;-49;1376640;1,61
35123;-42;15;-49;1376640;1,60
35165;-42;15;-49;1376640;1,60
35208;-42;15;-49;1347840;1,60
35250;-42;15;-49;1347840;1,59
35292;-43;16;-50;1319040;1,59
35335;-43;16;-50;1319040;1,58
35377;-42;15;-50;1319040;1,58
35419;-42;15;-50;1296000;1,58
35461;-42;15;-50;1296000;1,57
35504;-43;14;-49;1278720;1,57
35548;-43;14;-49;1278720;1,57
35590;-42;14;-51;1272960;1,56
35633;-42;14;-51;1272960;1,56
35675;-42;15;-50;1272960;1,55
35717;-42;15;-50;1249920;1,55
35760;-42;15;-50;1249920;1,55
35802;-42;16;-51;1226880;1,54
35844;-42;16;-51;1226880;1,54
35886;-42;16;-51;1215360;1,53
35929;-42;16;-51;1215360;1,53
35971;-42;15;-51;1215360;1,53
36013;-42;15;-51;1203840;1,52
36055;-42;15;-51;1203840;1,52
36098;-42;15;-51;1186560;1,52
36140;-42;15;-51;1186560;1,51
36182;-42;16;-50;1186560;1,51
36225;-42;16;-50;1163520;1,50
36268;-42;16;-50;1163520;1,50
36311;-42;15;-51;1146240;1,50
36353;-42;15;-51;1146240;1,49
36395;-42;16;-51;1134720;1,49
36437;-42;16;-51;1134720;1,49
36480;-42;15;-51;1134720;1,48
36522;-42;15;-51;1111680;1,48
36564;-42;15;-51;1111680;1,47
36606;-42;15;-51;1088640;1,47
36649;-42;15;-51;1088640;1,47
36691;-42;15;-52;1071360;1,46
36733;-42;15;-52;1071360;1,46
36775;-42;14;-52;1071360;1,46
36818;-42;14;-52;1059840;1,45
36860;-42;14;-52;1059840;1,45
36902;-42;15;-52;1048320;1,44
36944;-42;15;-52;1048320;1,44
36988;-42;15;-52;1042560;1,44
37030;-42;15;-52;1042560;1,43
37072;-42;15;-52;1042560;1,43
37114;-41;14;-52;1025280;1,42
37156;-41;14;-52;1025280;1,42
37199;-42;15;-52;1013760;1,42
37241;-42;15;-52;1013760;1,41
37283;-43;14;-53;1013760;1,41
37325;-43;14;-53;1002240;1,41
37367;-43;14;-53;1002240;1,40
37409;-41;15;-53;984960;1,40
37451;-41;15;-53;984960;1,39
37493;-41;15;-53;973440;1,39
37535;-41;15;-53;973440;1,39
37577;-41;15;-54;973440;1,38
37620;-41;15;-54;956160;1,38
37662;-41;15;-54;956160;1,38
37705;-42;14;-53;944640;1,37
37748;-42;14;-53;944640;1,37
37790;-41;15;-54;933120;1,36
37832;-41;15;-54;933120;1,36
37874;-41;15;-54;933120;1,36
37916;-42;15;-54;915840;1,35
37958;-42;15;-54;915840;1,35
38000;-42;16;-55;904320;1,35
38042;-42;16;-55;904320;1,34
38085;-41;14;-55;904320;1,34
38127;-41;14;-55;898560;1,33
38169;-41;14;-55;898560;1,33
38212;-43;14;-55;887040;1,33
38254;-43;14;-55;887040;1,32
38296;-42;15;-55;875520;1,32
38338;-42;15;-55;875520;1,31
38380;-42;15;-55;875520;1,31
38423;-42;15;-55;864000;1,31
38466;-42;15;-55;864000;1,30
38509;-42;15;-55;858240;1,30
38551;-42;15;-55;858240;1,30
38593;-42;16;-56;840960;1,29
38635;-42;16;-56;840960;1,29
38678;-42;16;-56;840960;1,28
38720;-42;15;-55;835200;1,28
38762;-42;15;-55;835200;1,28
38804;-42;16;-56;823680;1,27
38847;-42;16;-56;823680;1,27
38889;-42;16;-57;823680;1,27
38931;-42;16;-57;812160;1,26
38973;-42;16;-57;812160;1,26
39015;-42;16;-58;806400;1,25
39058;-42;16;-58;806400;1,25
39100;-42;14;-57;794880;1,25
39142;-42;14;-57;794880;1,24
39186;-42;14;-57;794880;1,24
39228;-42;14;-57;789120;1,24
39270;-42;14;-57;789120;1,23
39313;-42;15;-58;771840;1,23
39355;-42;15;-58;771840;1,22
39397;-42;14;-58;771840;1,22
39440;-42;14;-58;771840;1,22
39483;-42;14;-58;771840;1,21
39525;-42;14;-58;760320;1,21
39567;-42;14;-58;760320;1,20
39609;-42;13;-59;754560;1,20
39652;-42;13;-59;754560;1,20
39694;-42;14;-59;748800;1,19
39736;-42;14;-59;748800;1,19
39778;-42;14;-59;748800;1,19
39821;-42;15;-60;743040;1,18
39863;-42;15;-60;743040;1,18
39905;-42;14;-59;737280;1,17
39949;-42;14;-59;737280;1,17
39991;-41;14;-60;737280;1,17
40033;-41;14;-60;734400;1,16
40076;-41;14;-60;734400;1,16
40118;-41;14;-60;734400;1,16
40160;-41;14;-60;734400;1,15
40202;-41;15;-60;731520;1,15
40245;-41;15;-60;731520;1,14
40287;-41;15;-62;731520;1,14
40329;-41;15;-62;722880;1,14
40371;-41;15;-62;722880;1,13
40414;-41;15;-61;720000;1,13
40456;-41;15;-61;720000;1,13
40498;-41;14;-62;714240;1,12
40540;-41;14;-62;714240;1,12
40583;-41;14;-62;714240;1,11
40625;-41;15;-62;708480;1,11
40667;-41;15;-62;708480;1,11
40711;-40;15;-63;702720;1,10
40754;-40;15;-63;702720;1,10
40796;-40;14;-63;694080;1,10
40838;-40;14;-63;694080;1,09
40881;-40;14;-63;694080;1,09
40923;-39;15;-63;691200;1,08
40965;-39;15;-63;691200;1,08
41007;-39;15;-64;679680;1,08
41050;-39;15;-64;679680;1,07
41092;-39;12;-64;679680;1,07
41134;-39;12;-64;671040;1,06
41176;-39;12;-64;671040;1,06
41219;-39;15;-64;659520;1,06
41261;-39;15;-64;659520;1,05
41303;-39;14;-64;653760;1,05
41345;-39;14;-64;653760;1,05
41388;-39;15;-65;653760;1,04
41431;-39;15;-65;645120;1,04
41474;-39;15;-65;645120;1,03
41516;-39;14;-66;639360;1,03
41558;-39;14;-66;639360;1,03
41601;-40;15;-65;633600;1,02
41643;-40;15;-65;633600;1,02
