Timer; Mag_X;Mag_Y;Mag_Z;Light ;Position
41685;-40;15;-65;633600;1,02
41727;-40;13;-66;630720;1,01
41770;-40;13;-66;630720;1,01
41812;-38;13;-67;627840;1,00
41854;-38;13;-67;627840;1,00
41896;-39;14;-68;622080;1,00
41939;-39;14;-68;622080;0,99
41981;-39;14;-68;622080;0,99
42023;-39;14;-68;613440;0,99
42065;-39;14;-68;613440;0,98
42107;-39;15;-68;610560;0,98
42150;-39;15;-68;610560;0,97
42194;-39;15;-68;610560;0,97
42236;-39;15;-68;607680;0,97
42278;-39;15;-68;607680;0,96
42320;-38;15;-69;604800;0,96
42363;-38;15;-69;604800;0,95
42405;-38;13;-70;601920;0,95
42447;-38;13;-70;601920;0,95
42489;-38;13;-70;601920;0,94
42532;-38;14;-71;596160;0,94
42574;-38;14;-71;596160;0,94
42616;-39;13;-70;593280;0,93
42658;-39;13;-70;593280;0,93
42701;-39;15;-71;584640;0,92
42743;-39;15;-71;584640;0,92
42785;-39;15;-71;584640;0,92
42827;-38;14;-71;578880;0,91
42870;-38;14;-71;578880;0,91
42912;-38;14;-72;576000;0,91
42956;-38;14;-72;576000;0,90
42998;-38;13;-73;576000;0,90
43040;-38;13;-73;567360;0,89
43082;-38;13;-73;567360;0,89
43124;-38;13;-73;561600;0,89
43166;-38;13;-73;561600;0,88
43208;-37;15;-73;555840;0,88
43250;-37;15;-73;555840;0,88
43292;-37;15;-73;555840;0,87
43334;-39;15;-75;552960;0,87
43377;-39;15;-75;552960;0,86
43419;-37;13;-76;544320;0,86
43461;-37;13;-76;544320;0,86
43503;-38;14;-76;541440;0,85
43545;-38;14;-76;541440;0,85
43587;-38;14;-76;541440;0,84
43629;-38;13;-77;541440;0,84
43673;-38;13;-77;541440;0,84
43715;-37;14;-77;535680;0,83
43757;-37;14;-77;535680;0,83
43799;-38;12;-78;535680;0,83
43842;-38;12;-78;532800;0,82
43884;-38;12;-78;532800;0,82
43926;-37;14;-79;524160;0,81
43968;-37;14;-79;524160;0,81
44010;-36;15;-80;518400;0,81
44052;-36;15;-80;518400;0,80
44094;-36;15;-80;518400;0,80
44136;-37;12;-80;515520;0,80
44179;-37;12;-80;515520;0,79
44221;-38;12;-82;512640;0,79
44263;-38;12;-82;512640;0,78
44305;-37;11;-82;509760;0,78
44347;-37;11;-82;509760;0,78
44389;-37;11;-82;509760;0,77
44433;-36;12;-83;504000;0,77
44475;-36;12;-83;504000;0,77
44517;-36;11;-84;495360;0,76
44560;-36;11;-84;495360;0,76
44603;-36;12;-84;492480;0,75
44645;-36;12;-84;492480;0,75
44687;-36;12;-84;492480;0,75
44730;-36;13;-87;489600;0,74
44772;-36;13;-87;489600;0,74
44814;-36;11;-87;486720;0,74
44856;-36;11;-87;486720;0,73
44899;-35;13;-88;486720;0,73
44941;-35;13;-88;483840;0,72
44983;-35;13;-88;483840;0,72
45025;-36;10;-88;480960;0,72
45068;-36;10;-88;480960;0,71
45110;-34;12;-89;475200;0,71
45152;-34;12;-89;475200;0,70
45196;-34;12;-89;475200;0,70
45238;-34;12;-90;472320;0,70
45281;-34;12;-90;472320;0,69
45323;-34;11;-92;469440;0,69
45365;-34;11;-92;469440;0,69
45407;-34;11;-91;469440;0,68
45450;-34;11;-91;469440;0,68
45492;-34;11;-91;469440;0,67
45534;-34;11;-93;466560;0,67
45576;-34;11;-93;466560;0,67
45619;-33;11;-95;463680;0,66
45661;-33;11;-95;463680;0,66
45703;-33;11;-95;463680;0,66
45745;-33;11;-95;460800;0,65
45787;-33;11;-95;460800;0,65
45830;-33;10;-96;460800;0,64
45872;-33;10;-96;460800;0,64
45916;-31;10;-98;457920;0,64
45958;-31;10;-98;457920;0,63
46000;-31;10;-98;457920;0,63
46043;-31;9;-98;457920;0,63
46085;-31;9;-98;457920;0,62
46127;-32;9;-101;455040;0,62
46169;-32;9;-101;455040;0,61
46212;-31;10;-102;449280;0,61
46254;-31;10;-102;449280;0,61
46296;-31;10;-102;449280;0,60
46338;-31;10;-102;449280;0,60
46381;-31;10;-102;449280;0,59
46423;-30;10;-105;446400;0,59
46465;-30;10;-105;446400;0,59
46507;-30;10;-105;443520;0,58
46550;-30;10;-105;443520;0,58
46592;-30;10;-105;443520;0,58
46634;-30;10;-106;434880;0,57
46678;-30;10;-106;434880;0,57
46720;-29;9;-108;434880;0,56
46762;-29;9;-108;434880;0,56
46805;-29;8;-108;434880;0,56
46847;-29;8;-108;432000;0,55
46889;-29;8;-108;432000;0,55
46931;-29;9;-111;429120;0,55
46973;-29;9;-111;429120;0,54
47016;-28;8;-111;426240;0,54
47058;-28;8;-111;426240;0,53
47100;-28;8;-111;426240;0,53
47142;-28;8;-114;420480;0,53
47185;-28;8;-114;420480;0,52
47227;-27;8;-114;417600;0,52
47269;-27;8;-114;417600;0,52
47311;-27;8;-117;411840;0,51
47353;-27;8;-117;411840;0,51
47397;-27;8;-117;411840;0,50
47440;-26;7;-119;408960;0,50
47482;-26;7;-119;408960;0,50
47524;-26;7;-121;406080;0,49
47566;-26;7;-121;406080;0,49
47609;-26;5;-123;406080;0,48
47651;-26;5;-123;403200;0,48
47693;-26;5;-123;403200;0,48
47735;-25;6;-125;403200;0,47
47778;-25;6;-125;403200;0,47
47820;-24;6;-128;400320;0,47
47862;-24;6;-128;400320;0,46
47904;-24;6;-128;400320;0,46
47947;-22;5;-129;394560;0,45
47989;-22;5;-129;394560;0,45
48031;-22;7;-131;391680;0,45
48073;-22;7;-131;391680;0,44
48115;-21;4;-133;383040;0,44
48159;-21;4;-133;383040;0,44
48202;-21;4;-133;383040;0,43
48244;-20;4;-137;380160;0,43
48286;-20;4;-137;380160;0,42
48328;-20;5;-138;374400;0,42
48371;-20;5;-138;374400;0,42
48413;-18;3;-141;374400;0,41
48455;-18;3;-141;374400;0,41
48497;-18;3;-141;374400;0,41
48540;-19;3;-143;371520;0,40
48582;-19;3;-143;371520;0,40
48624;-18;3;-145;368640;0,39
48666;-18;3;-145;368640;0,39
48709;-18;3;-145;368640;0,39
48751;-18;2;-147;368640;0,38
48793;-18;2;-147;368640;0,38
48835;-16;2;-149;368640;0,37
48878;-16;2;-149;368640;0,37
48921;-15;2;-153;365760;0,37
48963;-15;2;-153;365760;0,36
49006;-15;2;-153;365760;0,36
49048;-14;0;-155;362880;0,36
49090;-14;0;-155;362880;0,35
49132;-12;-1;-158;362880;0,35
49174;-12;-1;-158;362880;0,34
49216;-12;-1;-161;362880;0,34
49258;-12;-1;-161;362880;0,34
49300;-12;-1;-161;362880;0,33
49342;-10;-1;-164;365760;0,33
49384;-10;-1;-164;365760;0,33
49427;-10;-1;-167;365760;0,32
49469;-10;-1;-167;365760;0,32
49511;-10;-1;-167;365760;0,31
49553;-8;-3;-170;365760;0,31
49595;-8;-3;-170;365760;0,31
49652;-7;-3;-173;365760;0,30
49696;-7;-3;-173;365760;0,30
49741;-6;-3;-176;362880;0,30
49785;-6;-3;-176;362880;0,29
49829;-6;-4;-178;360000;0,29
49874;-6;-4;-178;360000;0,28
49918;-3;-5;-182;357120;0,28
49963;-3;-5;-182;357120;0,28
50007;-3;-5;-182;357120;0,27
50051;-2;-6;-185;357120;0,27
50096;-2;-6;-185;357120;0,27
50140;-1;-6;-189;351360;0,26
50184;-1;-6;-189;351360;0,26
50229;1;-8;-194;351360;0,25
50273;1;-8;-194;351360;0,25
50317;2;-9;-198;348480;0,25
50362;2;-9;-198;348480;0,24
50406;2;-9;-198;348480;0,24
50452;3;-11;-203;348480;0,23
50497;3;-11;-203;348480;0,23
50541;6;-11;-208;345600;0,23
50586;6;-11;-208;345600;0,22
50630;7;-14;-211;342720;0,22
50675;7;-14;-211;342720;0,22
50719;9;-14;-215;342720;0,21
50764;9;-14;-215;342720;0,21
50808;9;-14;-215;342720;0,20
50853;11;-14;-220;339840;0,20
50897;11;-14;-220;339840;0,20
50942;13;-16;-225;339840;0,19
50986;13;-16;-225;339840;0,19
51032;14;-16;-230;342720;0,19
51076;14;-16;-230;342720;0,18
51121;15;-17;-233;342720;0,18
51165;15;-17;-233;342720;0,17
51211;15;-17;-233;342720;0,17
51256;18;-19;-239;339840;0,17
51300;18;-19;-239;339840;0,16
51345;21;-21;-245;339840;0,16
51389;21;-21;-245;339840;0,16
51434;23;-23;-250;336960;0,15
51478;23;-23;-250;336960;0,15
51523;26;-24;-255;334080;0,14
51567;26;-24;-255;334080;0,14
51612;26;-24;-255;334080;0,14
51656;27;-26;-261;334080;0,13
51701;27;-26;-261;334080;0,13
51745;29;-26;-268;334080;0,12
51790;29;-26;-268;334080;0,12
51834;32;-29;-274;331200;0,12
51879;32;-29;-274;331200;0,11
51923;36;-31;-282;328320;0,11
51969;36;-31;-282;328320;0,11
52014;36;-31;-282;328320;0,10
52058;38;-35;-289;325440;0,10
52103;38;-35;-289;325440;0,09
52147;42;-36;-295;325440;0,09
52192;42;-36;-295;325440;0,09
52237;45;-38;-305;322560;0,08
52281;45;-38;-305;322560;0,08
52325;51;-43;-316;319680;0,08
52371;51;-43;-316;319680;0,07
52415;51;-43;-316;319680;0,07
52460;52;-46;-324;319680;0,06
52504;52;-46;-324;319680;0,06
52549;55;-47;-329;319680;0,06
52593;55;-47;-329;319680;0,05
52638;56;-50;-333;316800;0,05
52682;56;-50;-333;316800;0,05
52728;65;-55;-352;316800;0,04
52773;65;-55;-352;316800;0,04
52817;65;-55;-352;316800;0,03
52862;74;-62;-367;313920;0,03
52906;74;-62;-367;313920;0,03
53083;85;-69;-390;311040;0,02
53236;105;-87;-429;305280;0,02
53280;105;-87;-429;305280;0,01
53325;111;-94;-444;302400;0,01
53369;111;-94;-444;302400;0,01
53414;111;-94;-444;302400;0,00
53458;118;-100;-453;299520;0,00
53503;118;-100;-453;299520;0,00
53547;125;-107;-469;296640;0,00
53592;125;-107;-469;296640;0,00
53636;129;-108;-471;296640;0,00
53681;129;-108;-471;296640;0,00
53727;128;-106;-471;296640;0,00
53772;128;-106;-471;296640;0,00
53816;128;-106;-471;296640;0,00
53861;129;-108;-471;296640;0,00
53905;129;-108;-471;296640;0,00
53950;128;-107;-471;296640;0,00
53995;128;-107;-471;296640;0,00
54039;128;-107;-470;296640;0,00
54084;128;-107;-470;296640;0,00
54128;129;-107;-471;296640;0,00
54173;129;-107;-471;296640;0,00
54217;129;-107;-471;296640;0,00
54262;129;-108;-470;296640;0,00
54306;129;-108;-470;296640;0,00
54351;129;-108;-472;296640;0,00
54395;129;-108;-472;296640;0,00
54441;130;-107;-471;296640;0,00
54486;130;-107;-471;296640;0,00
54531;130;-108;-471;296640;0,00
54575;130;-108;-471;296640;0,00
54620;130;-108;-471;296640;0,00
54664;130;-107;-471;296640;0,00
54709;130;-107;-471;296640;0,00
54753;129;-108;-471;296640;0,00
54798;129;-108;-471;296640;0,00
54842;129;-109;-471;296640;0,00
54887;129;-109;-471;296640;0,00
54931;130;-108;-471;296640;0,00
54976;130;-108;-471;296640;0,00
55020;130;-108;-471;296640;0,00
55065;129;-108;-472;296640;0,00
55109;129;-108;-472;296640;0,00
55155;130;-108;-470;296640;0,00
55200;130;-108;-470;296640;0,00
55244;130;-108;-471;296640;0,00
55289;130;-108;-471;296640;0,00
55333;131;-109;-470;296640;0,00
55377;131;-109;-470;296640;0,00
55422;131;-109;-470;296640;0,00
55466;128;-104;-464;299520;0,00
55511;128;-104;-464;299520;0,00
55555;121;-101;-453;299520;0,01
55599;121;-101;-453;299520;0,01
55644;111;-92;-436;299520;0,01
55688;111;-92;-436;299520;0,02
55733;104;-87;-425;302400;0,02
55777;104;-87;-425;302400;0,03
55821;104;-87;-425;302400;0,03
55867;100;-81;-415;305280;0,03
55913;100;-81;-415;305280;0,04
55957;95;-80;-404;305280;0,04
56001;95;-80;-404;305280;0,04
56046;86;-72;-387;308160;0,05
56090;86;-72;-387;308160;0,05
56135;79;-65;-373;311040;0,06
56179;79;-65;-373;311040;0,06
56223;79;-65;-373;311040;0,06
56268;75;-64;-364;313920;0,07
56312;75;-64;-364;313920;0,07
56356;73;-60;-357;313920;0,07
56401;73;-60;-357;313920;0,08
56445;67;-57;-346;313920;0,08
56490;67;-57;-346;313920;0,09
56534;62;-51;-333;313920;0,09
56578;62;-51;-333;313920;0,09
56624;62;-51;-333;313920;0,10
56669;58;-50;-327;316800;0,10
56713;58;-50;-327;316800;0,10
56758;58;-48;-321;316800;0,11
56802;58;-48;-321;316800;0,11
56847;55;-46;-316;316800;0,11
56891;55;-46;-316;316800;0,12
56936;55;-44;-311;319680;0,12
56980;55;-44;-311;319680;0,13
57025;55;-44;-311;319680;0,13
57069;45;-38;-295;319680;0,13
57114;45;-38;-295;319680;0,14
57158;41;-37;-285;319680;0,14
57203;41;-37;-285;319680;0,14
57247;37;-34;-276;319680;0,15
57292;37;-34;-276;319680;0,15
57336;34;-31;-272;322560;0,16
57383;34;-31;-272;322560;0,16
57427;34;-31;-272;322560;0,16
57472;33;-30;-265;325440;0,17
57516;33;-30;-265;325440;0,17
57561;30;-30;-261;325440;0,17
57605;30;-30;-261;325440;0,18
57650;29;-27;-255;325440;0,18
57694;29;-27;-255;325440;0,19
57739;25;-25;-250;325440;0,19
57783;25;-25;-250;325440;0,19
57828;25;-25;-250;325440;0,20
57872;22;-22;-242;328320;0,20
57917;22;-22;-242;328320;0,20
57961;20;-20;-236;328320;0,21
58006;20;-20;-236;328320;0,21
58050;17;-18;-232;331200;0,21
58095;17;-18;-232;331200;0,22
58141;16;-17;-227;334080;0,22
58185;16;-17;-227;334080;0,23
58230;16;-17;-227;334080;0,23
58274;14;-17;-221;334080;0,23
58319;14;-17;-221;334080;0,24
58363;12;-14;-217;336960;0,24
58408;12;-14;-217;336960;0,24
58452;10;-15;-212;339840;0,25
58497;10;-15;-212;339840;0,25
58541;9;-13;-209;342720;0,26
58586;9;-13;-209;342720;0,26
58630;9;-13;-209;342720;0,26
58675;6;-13;-204;342720;0,27
58719;6;-13;-204;342720;0,27
58764;4;-10;-200;342720;0,27
58808;4;-10;-200;342720;0,28
58853;3;-9;-196;342720;0,28
58899;3;-9;-196;342720;0,29
58943;2;-9;-193;342720;0,29
58988;2;-9;-193;342720;0,29
59032;2;-9;-193;342720;0,30
59077;1;-10;-190;345600;0,30
59121;1;-10;-190;345600;0,30
59166;0;-6;-185;345600;0,31
59210;0;-6;-185;345600;0,31
59255;-2;-6;-182;345600;0,31
59299;-2;-6;-182;345600;0,32
59344;-3;-5;-179;348480;0,32
59388;-3;-5;-179;348480;0,33
59433;-3;-5;-179;348480;0,33
59477;-5;-6;-176;348480;0,33
59522;-5;-6;-176;348480;0,34
59566;-6;-4;-173;348480;0,34
59611;-6;-4;-173;348480;0,34
59655;-7;-3;-170;351360;0,35
59701;-7;-3;-170;351360;0,35
59746;-9;-3;-166;348480;0,36
59790;-9;-3;-166;348480;0,36
59834;-9;-3;-166;348480;0,36
59879;-8;-2;-164;351360;0,37
59923;-8;-2;-164;351360;0,37
59968;-11;-1;-161;354240;0,37
60012;-11;-1;-161;354240;0,38
60057;-11;-2;-158;354240;0,38
60101;-11;-2;-158;354240;0,39
60146;-13;-1;-155;357120;0,39
60190;-13;-1;-155;357120;0,39
60235;-13;-1;-155;357120;0,40
60279;-13;1;-153;360000;0,40
60324;-13;1;-153;360000;0,40
60368;-13;1;-151;362880;0,41
60413;-13;1;-151;362880;0,41
60457;-16;2;-148;365760;0,41
60503;-16;2;-148;365760;0,42
60548;-15;2;-145;371520;0,42
60592;-15;2;-145;371520;0,43
60637;-15;2;-145;371520;0,43
60681;-17;3;-143;371520;0,43
60726;-17;3;-143;371520;0,44
60770;-18;3;-140;374400;0,44
60815;-18;3;-140;374400;0,44
60859;-18;3;-139;374400;0,45
60904;-18;3;-139;374400;0,45
60948;-19;3;-136;377280;0,46
60993;-19;3;-136;377280;0,46
61037;-19;3;-136;377280;0,46
61082;-19;3;-134;380160;0,47
61126;-19;3;-134;380160;0,47
61171;-20;5;-132;383040;0,47
61215;-20;5;-132;383040;0,48
61261;-20;4;-129;385920;0,48
61306;-20;4;-129;385920;0,49
61350;-20;4;-129;391680;0,49
61394;-20;4;-129;391680;0,49
61439;-20;4;-129;391680;0,50
61483;-23;6;-126;394560;0,50
61527;-23;6;-126;394560;0,50
61572;-23;5;-123;397440;0,51
61616;-23;5;-123;397440;0,51
61661;-23;6;-122;400320;0,51
61705;-23;6;-122;400320;0,52
61749;-24;6;-120;400320;0,52
61794;-24;6;-120;400320;0,53
61838;-24;6;-120;400320;0,53
61882;-24;7;-118;400320;0,53
61927;-24;7;-118;400320;0,54
61971;-24;7;-117;403200;0,54
62016;-24;7;-117;403200;0,54
62061;-26;7;-116;406080;0,55
62106;-26;7;-116;406080;0,55
62150;-26;8;-114;411840;0,56
62195;-26;8;-114;411840;0,56
62239;-26;8;-114;411840;0,56
62283;-27;9;-112;414720;0,57
62328;-27;9;-112;414720;0,57
62372;-26;8;-112;417600;0,57
62417;-26;8;-112;417600;0,58
62461;-27;8;-110;420480;0,58
62505;-27;8;-110;420480;0,59
62550;-27;8;-110;423360;0,59
62594;-27;9;-108;423360;0,59
62639;-27;9;-108;423360;0,60
62683;-27;8;-107;426240;0,60
62727;-27;8;-107;426240;0,60
62772;-28;8;-106;429120;0,61
62816;-28;8;-106;429120;0,61
62862;-29;8;-104;432000;0,61
62907;-29;8;-104;432000;0,62
62951;-29;8;-104;434880;0,62
62996;-28;9;-103;434880;0,63
63040;-28;9;-103;434880;0,63
63085;-30;9;-101;437760;0,63
63129;-30;9;-101;437760;0,64
63173;-30;8;-101;443520;0,64
63218;-30;8;-101;443520;0,64
63262;-31;8;-100;443520;0,65
63307;-31;8;-100;443520;0,65
63351;-31;8;-100;446400;0,66
63396;-31;8;-99;446400;0,66
63440;-31;8;-99;446400;0,66
63485;-31;9;-98;449280;0,67
63529;-31;9;-98;449280;0,67
63574;-31;9;-95;452160;0,67
63620;-31;9;-95;452160;0,68
63664;-32;10;-96;457920;0,68
63709;-32;10;-96;457920;0,69
63753;-32;10;-96;460800;0,69
63798;-32;9;-96;460800;0,69
63842;-32;9;-96;460800;0,70
63887;-32;9;-93;463680;0,70
63931;-32;9;-93;463680;0,70
63976;-32;10;-92;463680;0,71
64020;-32;10;-92;463680;0,71
64065;-33;10;-91;466560;0,71
64109;-33;10;-91;466560;0,72
64154;-33;10;-91;469440;0,72
64198;-33;11;-90;469440;0,73
64243;-33;11;-90;469440;0,73
64287;-33;11;-89;472320;0,73
64332;-33;11;-89;472320;0,74
64376;-34;12;-88;475200;0,74
64422;-34;12;-88;475200;0,74
64467;-34;11;-86;480960;0,75
64511;-34;11;-86;480960;0,75
64556;-34;11;-86;486720;0,76
64600;-34;10;-86;486720;0,76
64645;-34;10;-86;486720;0,76
64689;-36;12;-85;486720;0,77
64734;-36;12;-85;486720;0,77
64778;-35;12;-84;486720;0,77
64823;-35;12;-84;486720;0,78
64867;-36;12;-84;489600;0,78
64912;-36;12;-84;489600;0,79
64956;-36;12;-84;492480;0,79
65001;-36;13;-83;492480;0,79
65045;-36;13;-83;492480;0,80
65090;-36;12;-82;498240;0,80
65134;-36;12;-82;498240;0,80
65179;-36;13;-80;501120;0,81
65225;-36;13;-80;501120;0,81
65269;-35;13;-80;504000;0,81
65314;-35;13;-80;504000;0,82
65358;-35;13;-80;509760;0,82
65403;-36;12;-80;509760;0,83
65447;-36;12;-80;509760;0,83
65492;-36;12;-78;512640;0,83
65536;-36;12;-78;512640;0,84
65581;-36;13;-79;512640;0,84
65625;-36;13;-79;512640;0,84
65670;-37;12;-77;515520;0,85
65714;-37;12;-77;515520;0,85
65759;-37;12;-77;521280;0,86
65803;-36;13;-77;521280;0,86
65848;-36;13;-77;521280;0,86
65892;-37;13;-76;524160;0,87
65937;-37;13;-76;524160;0,87
65981;-37;14;-76;529920;0,87
66028;-37;14;-76;529920;0,88
66072;-37;13;-74;532800;0,88
66116;-37;13;-74;532800;0,89
66161;-37;13;-74;535680;0,89
66205;-38;13;-73;535680;0,89
66250;-38;13;-73;535680;0,90
66294;-36;12;-74;538560;0,90
66339;-36;12;-74;538560;0,90
66383;-38;12;-74;541440;0,91
66428;-38;12;-74;541440;0,91
66472;-38;12;-71;544320;0,91
66517;-38;12;-71;544320;0,92
66561;-38;12;-71;547200;0,92
66606;-37;14;-70;547200;0,93
66650;-37;14;-70;547200;0,93
66696;-38;13;-71;550080;0,93
66740;-38;13;-71;550080;0,94
66786;-38;14;-71;552960;0,94
66831;-38;14;-71;552960;0,94
66875;-38;13;-69;558720;0,95
66920;-38;13;-69;558720;0,95
66964;-38;15;-71;564480;0,96
67009;-38;15;-71;564480;0,96
67053;-38;15;-71;564480;0,96
67098;-38;14;-69;570240;0,97
67142;-38;14;-69;570240;0,97
67187;-39;14;-68;578880;0,97
67231;-39;14;-68;578880;0,98
67276;-39;15;-68;584640;0,98
67320;-39;15;-68;584640;0,99
67365;-39;15;-68;593280;0,99
67409;-39;14;-69;593280;0,99
67454;-39;14;-69;593280;1,00
67498;-40;14;-67;599040;1,00
67543;-40;14;-67;599040;1,00
67589;-39;14;-66;604800;1,01
67633;-39;14;-66;604800;1,01
67678;-39;13;-66;613440;1,01
67722;-39;13;-66;613440;1,02
67766;-39;13;-66;622080;1,02
67811;-39;13;-67;622080;1,03
67855;-39;13;-67;622080;1,03
67900;-40;13;-66;630720;1,03
67944;-40;13;-66;630720;1,04
67988;-40;15;-64;633600;1,04
68033;-40;15;-64;633600;1,04
68078;-39;12;-65;642240;1,05
68122;-39;12;-65;642240;1,05
68167;-39;12;-65;648000;1,06
68211;-40;13;-64;648000;1,06
68255;-40;13;-64;648000;1,06
68300;-40;12;-63;656640;1,07
68344;-40;12;-63;656640;1,07
68390;-40;14;-64;659520;1,07
68434;-40;14;-64;659520;1,08
68479;-41;13;-64;662400;1,08
68523;-41;13;-64;662400;1,09
68567;-41;13;-64;662400;1,09
68612;-41;15;-64;662400;1,09
68656;-41;15;-64;662400;1,10
68701;-41;14;-63;668160;1,10
68745;-41;14;-63;668160;1,10
68789;-41;15;-61;673920;1,11
68834;-41;15;-61;673920;1,11
68878;-40;15;-64;679680;1,11
68922;-40;15;-64;679680;1,12
68967;-40;15;-64;685440;1,12
69011;-40;16;-62;685440;1,13
69056;-40;16;-62;685440;1,13
69100;-41;15;-61;691200;1,13
69146;-41;15;-61;691200;1,14
69190;-42;14;-61;694080;1,14
69235;-42;14;-61;694080;1,14
69279;-42;14;-60;699840;1,15
69324;-42;14;-60;699840;1,15
69368;-42;14;-60;705600;1,16
69413;-42;14;-60;705600;1,16
69457;-42;14;-60;705600;1,16
69502;-42;14;-61;708480;1,17
69546;-42;14;-61;708480;1,17
69591;-41;14;-59;714240;1,17
69635;-41;14;-59;714240;1,18
69680;-42;16;-59;717120;1,18
69724;-42;16;-59;717120;1,19
69769;-42;16;-59;720000;1,19
69813;-43;14;-58;720000;1,19
69858;-43;14;-58;720000;1,20
69902;-42;14;-60;725760;1,20
69949;-42;14;-60;725760;1,20
69993;-42;14;-59;737280;1,21
70037;-42;14;-59;737280;1,21
70082;-42;14;-58;748800;1,21
70126;-42;14;-58;748800;1,22
70171;-42;14;-58;760320;1,22
70215;-42;16;-57;760320;1,23
70260;-42;16;-57;760320;1,23
70304;-42;14;-56;771840;1,23
70349;-42;14;-56;771840;1,24
70393;-42;15;-57;777600;1,24
70438;-42;15;-57;777600;1,24
70482;-42;15;-55;789120;1,25
70527;-42;15;-55;789120;1,25
70571;-42;15;-55;806400;1,26
70616;-42;15;-57;806400;1,26
70660;-42;15;-57;806400;1,26
70705;-42;15;-56;806400;1,27
70752;-42;15;-56;806400;1,27
70796;-42;16;-56;823680;1,27
70841;-42;16;-56;823680;1,28
70885;-42;15;-55;835200;1,28
70930;-42;15;-55;835200;1,29
70974;-42;15;-55;835200;1,29
71019;-42;15;-55;835200;1,29
71063;-42;15;-55;835200;1,30
71108;-42;16;-55;840960;1,30
71152;-42;16;-55;840960;1,30
71197;-42;15;-55;846720;1,31
71241;-42;15;-55;846720;1,31
71286;-42;15;-54;858240;1,31
71330;-42;15;-54;858240;1,32
71375;-42;15;-54;858240;1,32
71419;-42;15;-55;858240;1,33
71464;-42;15;-55;858240;1,33
71510;-43;15;-54;869760;1,33
71554;-43;15;-54;869760;1,34
71599;-43;15;-53;875520;1,34
71643;-43;15;-53;875520;1,34
71688;-42;14;-53;887040;1,35
71732;-42;14;-53;887040;1,35
71777;-42;14;-53;898560;1,36
71821;-43;15;-54;898560;1,36
71866;-43;15;-54;898560;1,36
71910;-41;14;-53;910080;1,37
71955;-41;14;-53;910080;1,37
71999;-42;15;-54;921600;1,37
72044;-42;15;-54;921600;1,38
72089;-43;15;-53;933120;1,38
72134;-43;15;-53;933120;1,39
72178;-43;15;-53;956160;1,39
72223;-42;16;-53;956160;1,39
72267;-42;16;-53;956160;1,40
72313;-43;16;-52;973440;1,40
72358;-43;16;-52;973440;1,40
72402;-42;15;-53;984960;1,41
72447;-42;15;-53;984960;1,41
72491;-42;15;-53;1002240;1,41
72536;-42;15;-53;1002240;1,42
72580;-42;15;-53;1025280;1,42
72625;-42;15;-52;1025280;1,43
72669;-42;15;-52;1025280;1,43
72714;-42;15;-52;1048320;1,43
72758;-42;15;-52;1048320;1,44
72803;-43;15;-52;1059840;1,44
72847;-43;15;-52;1059840;1,44
72892;-42;14;-52;1077120;1,45
72936;-42;14;-52;1077120;1,45
72981;-42;14;-52;1088640;1,46
73025;-42;15;-52;1088640;1,46
73071;-42;15;-52;1105920;1,46
73116;-43;14;-52;1105920;1,47
73160;-43;14;-52;1105920;1,47
73205;-43;15;-51;1117440;1,47
73249;-43;15;-51;1117440;1,48
73294;-43;15;-51;1123200;1,48
73338;-43;15;-51;1123200;1,49
73383;-43;15;-51;1146240;1,49
73428;-43;15;-51;1146240;1,49
73473;-43;15;-51;1163520;1,50
73517;-43;14;-51;1163520;1,50
73562;-43;14;-51;1163520;1,50
73606;-42;15;-49;1180800;1,51
73651;-42;15;-49;1180800;1,51
73695;-42;15;-51;1203840;1,51
73740;-42;15;-51;1203840;1,52
73784;-42;15;-51;1226880;1,52
73830;-43;16;-50;1226880;1,53
73875;-43;16;-50;1249920;1,53
73919;-42;16;-50;1249920;1,53
73964;-42;16;-50;1249920;1,54
74008;-43;15;-49;1272960;1,54
74052;-43;15;-49;1272960;1,54
74097;-43;16;-49;1296000;1,55
74141;-43;16;-49;1296000;1,55
74186;-43;16;-49;1307520;1,56
74230;-44;17;-49;1307520;1,56
74274;-44;17;-49;1336320;1,56
74319;-43;15;-49;1336320;1,57
74363;-43;15;-49;1336320;1,57
74408;-42;15;-50;1365120;1,57
74452;-42;15;-50;1365120;1,58
74496;-43;15;-50;1382400;1,58
74541;-43;15;-50;1382400;1,59
74587;-43;15;-50;1399680;1,59
74631;-43;15;-48;1399680;1,59
74675;-43;15;-48;1416960;1,60
74720;-43;16;-50;1416960;1,60
74764;-43;16;-50;1416960;1,60
74808;-43;14;-49;1451520;1,61
74853;-43;14;-49;1451520;1,61
74897;-44;16;-49;1474560;1,61
74941;-44;16;-49;1474560;1,62
74986;-44;16;-49;1474560;1,62
75030;-44;15;-49;1474560;1,63
75075;-44;15;-49;1474560;1,63
75119;-44;15;-49;1486080;1,63
75163;-44;15;-49;1486080;1,64
75208;-43;16;-48;1486080;1,64
75252;-43;16;-48;1486080;1,64
75297;-44;15;-49;1497600;1,65
75347;-44;15;-49;1497600;1,65
75641;-43;16;-49;1589760;1,66
75686;-43;16;-49;1624320;1,66
75731;-44;16;-47;1624320;1,66
75775;-44;16;-47;1624320;1,67
75820;-44;16;-48;1647360;1,67
75864;-44;16;-48;1647360;1,67
75909;-45;15;-48;1670400;1,68
75953;-45;15;-48;1670400;1,68
75998;-44;16;-47;1681920;1,69
